,title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres
368,Source Code,Sum.,54700000.0,92600000.0,2011,,,,,,
369,"Crazy, Stupid, Love.",WB,84400000.0,58500000.0,2011,,,,,,
370,New Year's Eve,WB (NL),54500000.0,87500000.0,2011,,,,,,
371,Contagion,WB,75700000.0,59800000.0,2011,,,,,,
372,The Artist,Wein.,44700000.0,88800000.0,2011,,,,,,
373,The Three Musketeers (2011),Sum.,20400000.0,111900000.0,2011,,,,,,
374,Unknown,WB,63700000.0,67099999.0,2011,,,,,,
375,The Adjustment Bureau,Uni.,62500000.0,65400000.0,2011,,,,,,
376,We Bought a Zoo,Fox,75600000.0,44500000.0,2011,,,,,,
377,Water for Elephants,Fox,58700000.0,58400000.0,2011,,,,,,
378,The Iron Lady,Wein.,30000000.0,84900000.0,2011,,,,,,
379,Moneyball,Sony,75600000.0,34600000.0,2011,,,,,,
380,Sanctum,Uni.,23200000.0,85400000.0,2011,,,,,,
381,Justin Bieber: Never Say Never,Par.,73000000.0,26000000.0,2011,,,,,,
382,Paul,Uni.,37400000.0,60600000.0,2011,tt5132504,Paul,Paul,2016.0,71.0,Drama
383,Scream 4,W/Dim.,38200000.0,59000000.0,2011,,,,,,
384,Insidious,FD,54000000.0,43000000.0,2011,,,,,,
385,The Rite,WB (NL),33000000.0,63000000.0,2011,,,,,,
386,Dolphin Tale,WB,72300000.0,23100000.0,2011,,,,,,
387,Season of the Witch,Rela.,24800000.0,66800000.0,2011,,,,,,
388,Sucker Punch,WB,36400000.0,53400000.0,2011,,,,,,
389,Red Riding Hood,WB,37700000.0,51500000.0,2011,,,,,,
390,Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000.0,2011,,,,,,
391,J. Edgar,WB,37300000.0,47600000.0,2011,,,,,,
392,Hall Pass,WB (NL),45100000.0,38100000.0,2011,,,,,,
393,"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000.0,2011,,,,,,
394,Abduction,LGF,28100000.0,54000000.0,2011,tt5943940,Abduction,Abduction,2017.0,90.0,"Action,Comedy,Drama"
395,Abduction,LGF,28100000.0,54000000.0,2011,tt7867360,Abduction,Abduction,2019.0,106.0,"Action,Sci-Fi"
396,"Tinker, Tailor, Soldier, Spy",Focus,24100000.0,56500000.0,2011,,,,,,
397,Priest,SGem,29100000.0,49200000.0,2011,,,,,,
398,Drive (2011),FD,35100000.0,41100000.0,2011,,,,,,
399,The Mechanic,CBS,29100000.0,47000000.0,2011,,,,,,
400,The Ides of March,Sony,41000000.0,35000000.0,2011,,,,,,
401,The Change-Up,Uni.,37100000.0,38400000.0,2011,,,,,,
402,The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011,,,,,,
403,Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000.0,2011,,,,,,
404,Larry Crowne,Uni.,35600000.0,36400000.0,2011,,,,,,
405,The Dilemma,Uni.,48500000.0,21200000.0,2011,,,,,,
406,The Darkest Hour,Sum.,21400000.0,43200000.0,2011,,,,,,
407,Hanna,Focus,40300000.0,23500000.0,2011,,,,,,
408,Footloose (2011),Par.,51800000.0,11700000.0,2011,,,,,,
409,Elite Squad: The Enemy Within,Vari.,100000.0,62900000.0,2011,,,,,,
410,Colombiana,TriS,36700000.0,24300000.0,2011,,,,,,
411,Something Borrowed,WB,39000000.0,21100000.0,2011,,,,,,
412,One Day,Focus,13800000.0,45500000.0,2011,tt6168298,One Day,One Day,2016.0,135.0,"Drama,Romance"
413,One Day,Focus,13800000.0,45500000.0,2011,tt6214734,One Day,One Day,2017.0,118.0,"Drama,Fantasy"
414,One Day,Focus,13800000.0,45500000.0,2011,tt8274146,One Day,Egy nap,2018.0,99.0,Drama
415,Beginning of the Great Revival,CL,151000.0,58200000.0,2011,,,,,,
416,Killer Elite,ORF,25100000.0,31300000.0,2011,,,,,,
417,Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011,,,,,,
418,The Tree of Life,FoxS,13300000.0,41000000.0,2011,tt8991250,The Tree of Life,The Tree of Life,2018.0,60.0,Documentary
419,Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000.0,2011,,,,,,
420,Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000.0,2011,,,,,,
421,Winnie the Pooh,BV,26700000.0,23200000.0,2011,,,,,,
422,Conan the Barbarian (2011),LGF,21300000.0,27500000.0,2011,,,,,,
423,Soul Surfer,TriS,43900000.0,3200000.0,2011,,,,,,
424,War of the Arrows,CJ,251000.0,45800000.0,2011,,,,,,
425,Arthur (2011),WB,33000000.0,12700000.0,2011,,,,,,
426,The Debt,Focus,31200000.0,14500000.0,2011,,,,,,
427,Beastly,CBS,27900000.0,15300000.0,2011,,,,,,
428,Of Gods and Men,SPC,4000000.0,38200000.0,2011,,,,,,
429,Born to Be Wild (IMAX),WB,25900000.0,15600000.0,2011,,,,,,
430,Evangelion 2.0: You Can (Not) Advance,Elev.,134000.0,41000000.0,2011,,,,,,
431,Fright Night (2011),BV,18300000.0,22700000.0,2011,,,,,,
432,30 Minutes or Less,Sony,37100000.0,3500000.0,2011,,,,,,
433,The Roommate,SGem,37300000.0,3200000.0,2011,,,,,,
434,Shark Night 3D,Rela.,18900000.0,21300000.0,2011,,,,,,
435,Monte Carlo,Fox,23200000.0,16500000.0,2011,,,,,,
436,50/50,Sum.,35000000.0,4200000.0,2011,,,,,,
437,Mars Needs Moms,BV,21400000.0,17600000.0,2011,,,,,,
438,Dream House,Uni.,21300000.0,17200000.0,2011,,,,,,
439,Jumping the Broom,TriS,37300000.0,415000.0,2011,,,,,,
440,Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011,,,,,,
441,RA One,Eros,2500000.0,33400000.0,2011,,,,,,
442,A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011,,,,,,
443,My Week with Marilyn,Wein.,14600000.0,20500000.0,2011,,,,,,
444,The Sitter,Fox,30400000.0,4500000.0,2011,tt4697228,The Sitter,Charlotte Wakes,2017.0,97.0,Horror
445,Jane Eyre,Focus,11200000.0,23500000.0,2011,tt9626910,Jane Eyre,Jane Eyre,2019.0,90.0,History
446,Shaolin,Vari.,66100.0,33600000.0,2011,,,,,,
447,African Cats,BV,15400000.0,15400000.0,2011,,,,,,
448,The Skin I Live In,SPC,3200000.0,27700000.0,2011,,,,,,
449,I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011,,,,,,
450,What's Your Number?,Fox,14000000.0,16399999.0,2011,,,,,,
451,Drive Angry,Sum.,10700000.0,18200000.0,2011,,,,,,
452,Carnage (2011),SPC,2500000.0,25100000.0,2011,,,,,,
453,A Dangerous Method,SPC,5700000.0,21800000.0,2011,,,,,,
454,The Thing (2011),Uni.,16900000.0,10500000.0,2011,,,,,,
455,The Eagle,Focus,19500000.0,7600000.0,2011,,,,,,
456,Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000.0,2011,,,,,,
457,Apollo 18,W/Dim.,17700000.0,7900000.0,2011,,,,,,
458,Biutiful,RAtt.,5100000.0,20000000.0,2011,,,,,,
459,Your Highness,Uni.,21600000.0,3300000.0,2011,,,,,,
460,The Rum Diary,FD,13100000.0,10800000.0,2011,,,,,,
461,The Women on the 6th Floor,Strand,720000.0,22500000.0,2011,,,,,,
462,Potiche,MBox,1600000.0,21600000.0,2011,,,,,,
463,Warrior,LGF,13700000.0,9400000.0,2011,,,,,,
464,Young Adult,Par.,16300000.0,6600000.0,2011,,,,,,
465,Sarah's Key,Wein.,7700000.0,13400000.0,2011,,,,,,
466,The Way Back,NM,2700000.0,17600000.0,2011,,,,,,
467,A Separation,SPC,7100000.0,12800000.0,2011,,,,,,
468,The Guard,SPC,5400000.0,14200000.0,2011,,,,,,
469,Margin Call,RAtt.,5400000.0,14200000.0,2011,,,,,,
470,Glee The 3D Concert Movie,Fox,11900000.0,6800000.0,2011,,,,,,
471,Shame,FoxS,3900000.0,13800000.0,2011,,,,,,
472,13 Assassins,Magn.,803000.0,16800000.0,2011,,,,,,
473,Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000.0,2011,,,,,,
474,The Heir Apparent: Largo Winch,MBox,10400.0,16900000.0,2011,,,,,,
475,The Last Godfather,RAtt.,164000.0,16600000.0,2011,,,,,,
476,Delhi Belly,UTV,1500000.0,15200000.0,2011,,,,,,
477,Melancholia,Magn.,3000000.0,12900000.0,2011,tt5797456,Melancholia,Melancholy,2017.0,75.0,"Drama,Mystery,Romance"
478,Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000.0,2011,,,,,,
479,The Conspirator,RAtt.,11500000.0,3900000.0,2011,,,,,,
480,Anonymous,Sony,4500000.0,10900000.0,2011,tt7632298,Anonymous,Anonymous,2017.0,60.0,"Action,Comedy,Mystery"
481,Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000.0,2011,,,,,,
482,The Housemaid,IFC,158000.0,14600000.0,2011,tt5860084,The Housemaid,Cô Haû Gaí,2016.0,105.0,"Horror,Romance"
483,Desert Flower,NGE,44300.0,14600000.0,2011,,,,,,
484,Pina,IFC,3500000.0,11100000.0,2011,,,,,,
485,Beginners,Focus,5800000.0,8500000.0,2011,,,,,,
486,My Afternoons with Margueritte,Cohen,667000.0,13600000.0,2011,,,,,,
487,I Saw the Devil,Magn.,129000.0,12600000.0,2011,,,,,,
488,The Hedgehog,NeoC,708000.0,12000000.0,2011,,,,,,
489,Gainsbourg: A Heroic Life,MBox,233000.0,12000000.0,2011,,,,,,
490,The Warring States,CL,69000.0,11800000.0,2011,,,,,,
491,What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000.0,2011,,,,,,
492,Snow Flower and the Secret Fan,FoxS,1300000.0,10000000.0,2011,,,,,,
493,Win Win,FoxS,10200000.0,652000.0,2011,,,,,,
494,Flying Monsters,NGE,5700000.0,5100000.0,2011,,,,,,
495,City of Life and Death,Kino,123000.0,10600000.0,2011,,,,,,
496,Le Havre,Jan.,612000.0,9900000.0,2011,,,,,,
497,In a Better World,SPC,1000000.0,8600000.0,2011,,,,,,
498,Trespass (2011),MNE,24100.0,9600000.0,2011,,,,,,
499,Saving Private Perez,LGF,1400000.0,7900000.0,2011,,,,,,
500,Point Blank,Magn.,708000.0,8500000.0,2011,,,,,,
501,Winter in Wartime,SPC,543000.0,8700000.0,2011,,,,,,
502,Barney's Version (U.S. only),SPC,4400000.0,4000000.0,2011,,,,,,
503,Outrage (2011),Magn.,44700.0,8400000.0,2011,,,,,,
504,Senna,PDA,1600000.0,6600000.0,2011,,,,,,
505,Last Night,Trib.,99000.0,7600000.0,2011,tt7433980,Last Night,Last Night,2017.0,104.0,Drama
506,Last Night,Trib.,99000.0,7600000.0,2011,tt7449324,Last Night,Last Night,2017.0,94.0,Comedy
507,The Big Year,Fox,7200000.0,244000.0,2011,,,,,,
508,The Beaver,Sum.,971000.0,6300000.0,2011,,,,,,
509,The Princess of Montpensier,IFC,352000.0,6400000.0,2011,,,,,,
510,Cave of Forgotten Dreams,IFC,5300000.0,1200000.0,2011,,,,,,
511,Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000.0,2011,,,,,,
512,We Need to Talk About Kevin,Osci.,1700000.0,4300000.0,2011,,,,,,
513,Attack the Block,SGem,1000000.0,4800000.0,2011,,,,,,
514,Even the Rain,Vita.,518000.0,5300000.0,2011,,,,,,
515,Young Goethe in Love,MBox,162000.0,5600000.0,2011,,,,,,
516,11-11-11,Rocket,32800.0,5700000.0,2011,,,,,,
517,Certified Copy,IFC,1400000.0,4099999.0,2011,,,,,,
518,Thank You (2011),UTV,464000.0,5000000.0,2011,,,,,,
519,The Company Men,Wein.,4400000.0,441000.0,2011,,,,,,
520,Tucker & Dale Vs. Evil,Magn.,224000.0,4500000.0,2011,,,,,,
521,London Boulevard,IFC,16100.0,4600000.0,2011,,,,,,
522,Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011,,,,,,
523,The Names of Love,MBox,514000.0,4099999.0,2011,,,,,,
524,Burke and Hare,IFC,4800.0,4300000.0,2011,,,,,,
525,King of Devil's Island,FM,7600.0,4200000.0,2011,,,,,,
526,Bride Flight,MBox,501000.0,3700000.0,2011,,,,,,
527,Trollhunter,Magn.,253000.0,3900000.0,2011,,,,,,
528,Carancho,Strand,85500.0,3900000.0,2011,,,,,,
529,Like Crazy,ParV,3400000.0,336000.0,2011,tt4621872,Like Crazy,La pazza gioia,2016.0,116.0,"Comedy,Drama"
530,The Double,Imag.,138000.0,3600000.0,2011,,,,,,
531,Love Crime,IFC,540000.0,3100000.0,2011,,,,,,
532,Incendies (U.S. only),SPC,2100000.0,1500000.0,2011,,,,,,
533,Martha Marcy May Marlene,FoxS,3000000.0,548000.0,2011,,,,,,
534,Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,,,,,,
535,The Last Circus,Magn.,40500.0,3200000.0,2011,,,,,,
536,From Prada to Nada,LGF,3000000.0,123000.0,2011,,,,,,
537,Flypaper,IFC,5000.0,3100000.0,2011,,,,,,
538,Take Shelter,SPC,1700000.0,1400000.0,2011,,,,,,
539,The Greatest Miracle,KKM,555000.0,2500000.0,2011,,,,,,
540,Rapt,Lorb.,45800.0,2900000.0,2011,,,,,,
541,Pastorela,LGF,161000.0,2700000.0,2011,,,,,,
542,The Double Hour,Gold.,1500000.0,1200000.0,2011,,,,,,
543,3 (2011),Strand,60000.0,2600000.0,2011,,,,,,
544,Oranges and Sunshine,Cohen,143000.0,2400000.0,2011,,,,,,
545,Ong Bak 3,Magn.,14900.0,2300000.0,2011,,,,,,
546,Poetry,Kino,356000.0,1900000.0,2011,,,,,,
547,The Tree,Zeit.,71200.0,2100000.0,2011,tt6206204,The Tree,The Tree,2017.0,95.0,"Drama,Family"
548,"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000.0,2011,,,,,,
549,Armadillo,Lorb.,14600.0,2000000.0,2011,,,,,,
550,Brighton Rock,IFC,230000.0,1600000.0,2011,,,,,,
551,A Somewhat Gentle Man,Strand,37700.0,1800000.0,2011,,,,,,
552,The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000.0,2011,,,,,,
553,Another Earth,FoxS,1300000.0,456000.0,2011,,,,,,
554,Chalet Girl,IFC,1700.0,1700000.0,2011,,,,,,
555,Yamla Pagla Deewana,Eros,993000.0,600000.0,2011,,,,,,
556,Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000.0,2011,,,,,,
557,London River,Libre,7200.0,1100000.0,2011,,,,,,
558,When We Leave (Die Fremde),Olive,19600.0,1100000.0,2011,,,,,,
559,Vanishing on 7th Street,Magn.,22700.0,1000000.0,2011,,,,,,
560,The Time That Remains,IFC,32900.0,1000000.0,2011,,,,,,
561,Texas Killing Fields,Anch.,45500.0,912000.0,2011,,,,,,
562,Miral,Wein.,373000.0,527000.0,2011,,,,,,
563,Submarine,Wein.,468000.0,397000.0,2011,,,,,,
564,Mozart's Sister,MBox,708000.0,132000.0,2011,,,,,,
565,Plastic Planet,FRun,3200.0,836000.0,2011,,,,,,
566,Chillar Party,UTV,6300.0,826000.0,2011,,,,,,
567,The First Grader,NGE,332000.0,382000.0,2011,,,,,,
568,Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000.0,2011,,,,,,
569,No One Killed Jessica,UTV,441000.0,193000.0,2011,,,,,,
570,Korkoro,Lorb.,8200.0,619000.0,2011,,,,,,
571,Blackthorn,Magn.,201000.0,423000.0,2011,,,,,,
572,How I Ended This Summer,FM,8700.0,614000.0,2011,,,,,,
573,The Ledge,IFC,9200.0,602000.0,2011,,,,,,
574,Heartbeats,IFC,68700.0,520000.0,2011,tt5281700,Heartbeats,Heartbeats,2017.0,107.0,"Comedy,Drama,Music"
575,Kaboom,IFC,119000.0,421000.0,2011,,,,,,
576,Protektor,FM,3000.0,469000.0,2011,,,,,,
577,The Other Woman,IFC,25400.0,427000.0,2011,,,,,,
578,Rage (Rabia),Strand,5600.0,403000.0,2011,,,,,,
579,The Human Resources Manager,FM,64000.0,329000.0,2011,,,,,,
580,7 Khoon Maaf,UTV,270000.0,94700.0,2011,,,,,,
581,Another Happy Day,P4,8500.0,347000.0,2011,,,,,,
582,The Mill and the Cross,KC,312000.0,30300.0,2011,,,,,,
583,Special Treatment,FRun,8900.0,286000.0,2011,,,,,,
584,Illegal (2011),FM,700.0,289000.0,2011,,,,,,
585,Black Death,Magn.,22600.0,243000.0,2011,,,,,,
586,Le Quattro Volte,Lorb.,153000.0,103000.0,2011,,,,,,
587,Caterpillar,Lorb.,4200.0,248000.0,2011,,,,,,
588,Little Girl (La Pivellina),FRun,1400.0,236000.0,2011,,,,,,
589,"If I Want to Whistle, I Whistle",FM,12100.0,220000.0,2011,,,,,,
590,The Robber,Kino,83500.0,125000.0,2011,,,,,,
591,Henry's Crime,MPFT,103000.0,102000.0,2011,,,,,,
592,Film Socialisme,Lorb.,33000.0,159000.0,2011,,,,,,
593,Leap Year (2011),Strand,13000.0,175000.0,2011,,,,,,
594,A Screaming Man,FM,9900.0,175000.0,2011,,,,,,
595,Nostalgia for the Light,Icar.,164000.0,13700.0,2011,,,,,,
596,Anchor Baby,AGF,15800.0,161000.0,2011,,,,,,
597,Road to Nowhere,Mont.,40300.0,121000.0,2011,,,,,,
598,Octubre,NYer,32100.0,96700.0,2011,tt10056334,Octubre,Octubre,2018.0,80.0,Documentary
599,The Arbor,Strand,21600.0,105000.0,2011,,,,,,
600,Mysteries of Lisbon,MBox,111000.0,14900.0,2011,,,,,,
601,Vidal Sassoon: The Movie,P4,86000.0,38600.0,2011,,,,,,
602,"Tuesday, After Christmas",Lorb.,27800.0,36200.0,2011,,,,,,
603,Brotherhood (2011),P4,19700.0,12700.0,2011,,,,,,
604,I'm Glad My Mother is Alive,Strand,8700.0,13200.0,2011,,,,,,
605,Aurora,CGld,5700.0,5100.0,2011,tt8095720,Aurora,Aurora,2017.0,68.0,"Biography,Documentary,Drama"
606,Aurora,CGld,5700.0,5100.0,2011,tt8396182,Aurora,Aurora,2018.0,98.0,Drama
607,Aurora,CGld,5700.0,5100.0,2011,tt8821182,Aurora,Aurora,2018.0,110.0,"Horror,Thriller"
608,Aurora,CGld,5700.0,5100.0,2011,tt8553606,Aurora,Aurora,2019.0,106.0,"Comedy,Drama,Romance"
609,To Die Like a Man,Strand,4000.0,900.0,2011,,,,,,
610,Marvel's The Avengers,BV,623400000.0,895500000.0,2012,,,,,,
611,Skyfall,Sony,304400000.0,804200000.0,2012,,,,,,
612,The Dark Knight Rises,WB,448100000.0,636800000.0,2012,,,,,,
613,The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012,,,,,,
614,Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,,,,,,
615,The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000.0,2012,,,,,,
616,The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012,,,,,,
617,Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,,,,,,
618,The Hunger Games,LGF,408000000.0,286400000.0,2012,,,,,,
619,MIB 3,Sony,179000000.0,445000000.0,2012,,,,,,
620,Life of Pi,Fox,125000000.0,484000000.0,2012,,,,,,
621,Ted,Uni.,218800000.0,330600000.0,2012,,,,,,
622,Brave,BV,237300000.0,303200000.0,2012,,,,,,
623,Wreck-It Ralph,BV,189400000.0,281800000.0,2012,,,,,,
624,Les Miserables (2012),Uni.,148800000.0,293000000.0,2012,,,,,,
625,The Intouchables (U.S.-only),Wein.,10200000.0,416400000.0,2012,,,,,,
626,Django Unchained,Wein.,162800000.0,262600000.0,2012,,,,,,
627,Prometheus,Fox,126500000.0,276900000.0,2012,,,,,,
628,Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,,,,,,
629,Taken 2,Fox,139900000.0,236300000.0,2012,,,,,,
630,Hotel Transylvania,Sony,148300000.0,210100000.0,2012,,,,,,
631,Dr. Seuss' The Lorax,Uni.,214000000.0,134800000.0,2012,,,,,,
632,Titanic 3D,Par.,57900000.0,285700000.0,2012,,,,,,
633,Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012,,,,,,
634,The Expendables 2,LGF,85000000.0,229900000.0,2012,,,,,,
635,Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,,,,,,
636,Wrath of the Titans,WB,83700000.0,221600000.0,2012,,,,,,
637,Battleship,Uni.,65400000.0,237600000.0,2012,,,,,,
638,John Carter,BV,73100000.0,211100000.0,2012,,,,,,
639,The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,,,,,,
640,Lincoln,BV,182200000.0,93100000.0,2012,,,,,,
641,Dark Shadows,WB,79700000.0,165800000.0,2012,,,,,,
642,Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,,,,,,
643,Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,,,,,,
644,American Reunion,Uni.,57000000.0,178000000.0,2012,,,,,,
645,Argo,WB,136000000.0,96300000.0,2012,,,,,,
646,Jack Reacher,Par.,80100000.0,138300000.0,2012,,,,,,
647,Safe House,Uni.,126400000.0,81700000.0,2012,,,,,,
648,21 Jump Street,Sony,138400000.0,63100000.0,2012,,,,,,
649,Total Recall (2012),Sony,58900000.0,139600000.0,2012,,,,,,
650,The Vow,SGem,125000000.0,71100000.0,2012,,,,,,
651,Mirror Mirror,Rela.,64900000.0,118100000.0,2012,,,,,,
652,The Impossible,LG/S,19000000.0,161300000.0,2012,,,,,,
653,The Dictator,Par.,59700000.0,119700000.0,2012,,,,,,
654,Looper,TriS,66500000.0,110000000.0,2012,,,,,,
655,Magic Mike,WB,113700000.0,53500000.0,2012,,,,,,
656,Flight,Par.,93800000.0,68000000.0,2012,,,,,,
657,Underworld Awakening,SGem,62300000.0,97800000.0,2012,,,,,,
658,This Means War,Fox,54800000.0,101700000.0,2012,,,,,,
659,The Secret World of Arrietty,BV,19200000.0,126400000.0,2012,,,,,,
660,Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,,,,,,
661,Step Up Revolution,LG/S,35100000.0,105400000.0,2012,,,,,,
662,The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000.0,2012,,,,,,
663,Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,,,,,,
664,Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,,,,,,
665,Cloud Atlas,WB,27100000.0,103400000.0,2012,,,,,,
666,The Woman in Black,CBS,54300000.0,73400000.0,2012,,,,,,
667,Chronicle (2012),Fox,64599999.0,62100000.0,2012,,,,,,
668,The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,,,,,,
669,Parental Guidance,Fox,77300000.0,42500000.0,2012,,,,,,
670,Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,,,,,,
671,Pitch Perfect,Uni.,65000000.0,50300000.0,2012,,,,,,
672,Hope Springs,Sony,63500000.0,50700000.0,2012,,,,,,
673,ParaNorman,Focus,56000000.0,51100000.0,2012,,,,,,
674,The Campaign,WB,86900000.0,18000000.0,2012,,,,,,
675,Let the Bullets Fly,Vari.,63000.0,104300000.0,2012,,,,,,
676,Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000.0,2012,,,,,,
677,Project X,WB,54700000.0,48000000.0,2012,,,,,,
678,The Devil Inside,Par.,53300000.0,48500000.0,2012,,,,,,
679,The Lucky One,WB,60500000.0,38900000.0,2012,,,,,,
680,Contraband,Uni.,66500000.0,29700000.0,2012,,,,,,
681,Think Like a Man,SGem,91500000.0,4500000.0,2012,,,,,,
682,This Is 40,Uni.,67500000.0,20500000.0,2012,,,,,,
683,The Inbetweeners Movie,WHE,36000.0,88000000.0,2012,,,,,,
684,The Possession,LGF,49100000.0,36300000.0,2012,,,,,,
685,What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,,,,,,
686,The Thieves,WGUSA,686000.0,82800000.0,2012,,,,,,
687,Savages (2012),Uni.,47400000.0,35600000.0,2012,,,,,,
688,Frankenweenie,BV,35300000.0,46200000.0,2012,,,,,,
689,Act of Valor,Rela.,70000000.0,11300000.0,2012,,,,,,
690,Masquerade (2012),CJ,923000.0,79800000.0,2012,,,,,,
691,Sinister,LG/S,48100000.0,29600000.0,2012,,,,,,
692,The Grey,ORF,51600000.0,25700000.0,2012,,,,,,
693,Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,,,,,,
694,To Rome with Love,SPC,16700000.0,56600000.0,2012,,,,,,
695,Here Comes the Boom,Sony,45300000.0,27800000.0,2012,,,,,,
696,Finding Nemo (3D),BV,41100000.0,28200000.0,2012,,,,,,
697,Anna Karenina,Focus,12800000.0,56100000.0,2012,,,,,,
698,The Watch,Fox,35400000.0,32900000.0,2012,,,,,,
699,Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,,,,,,
700,Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000.0,2012,,,,,,
701,The Cabin in the Woods,LGF,42100000.0,24400000.0,2012,,,,,,
702,Beauty and the Beast (3D),BV,47600000.0,14400000.0,2012,,,,,,
703,Rock of Ages,WB (NL),38500000.0,20900000.0,2012,,,,,,
704,That's My Boy,Sony,36900000.0,20800000.0,2012,,,,,,
705,The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,,,,,,
706,The Three Stooges,Fox,44300000.0,10500000.0,2012,,,,,,
707,The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,,,,,,
708,Lawless,Wein.,37400000.0,16300000.0,2012,tt8781832,Lawless,Lawless,2018.0,90.0,"Action,Adventure,Documentary"
709,Silent Hill: Revelation 3D,ORF,17500000.0,34800000.0,2012,,,,,,
710,Red Tails,Fox,49900000.0,489000.0,2012,,,,,,
711,"Monsters, Inc. (3D)",BV,34000000.0,16200000.0,2012,,,,,,
712,Trouble with the Curve,WB,35800000.0,13200000.0,2012,,,,,,
713,Little White Lies,MPI,206000.0,48300000.0,2012,,,,,,
714,End of Watch,ORF,41000000.0,7100000.0,2012,,,,,,
715,Man on a Ledge,LG/S,18600000.0,27600000.0,2012,,,,,,
716,House at the End of The Street,Rela.,31600000.0,12700000.0,2012,,,,,,
717,The Guilt Trip,Par.,37100000.0,4700000.0,2012,,,,,,
718,A Werewolf Boy,CJ,343000.0,41300000.0,2012,,,,,,
719,Safe (2012),LGF,17100000.0,23200000.0,2012,,,,,,
720,Killing Them Softly,Wein.,15000000.0,22900000.0,2012,,,,,,
721,Chernobyl Diaries,WB,18100000.0,19000000.0,2012,,,,,,
722,One For the Money,LGF,26400000.0,10500000.0,2012,,,,,,
723,Dredd,LGF,13400000.0,22200000.0,2012,,,,,,
724,Tyler Perry's Good Deeds,LGF,35000000.0,553000.0,2012,,,,,,
725,Arbitrage,RAtt.,7900000.0,27600000.0,2012,,,,,,
726,Chimpanzee,BV,29000000.0,5900000.0,2012,,,,,,
727,Alex Cross,LG/S,25900000.0,8700000.0,2012,,,,,,
728,Salmon Fishing in the Yemen,CBS,9000000.0,25500000.0,2012,,,,,,
729,Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000.0,2012,,,,,,
730,Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000.0,2012,,,,,,
731,The Perks of Being a Wallflower,LG/S,17700000.0,15600000.0,2012,,,,,,
732,Haywire,Rela.,18900000.0,14400000.0,2012,,,,,,
733,Katy Perry: Part of Me,Par.,25300000.0,7400000.0,2012,,,,,,
734,Lockout,FD,14300000.0,17900000.0,2012,,,,,,
735,Joyful Noise,WB,30900000.0,226000.0,2012,,,,,,
736,Premium Rush,Sony,20300000.0,10800000.0,2012,,,,,,
737,The Raven,Rela.,16000000.0,13600000.0,2012,,,,,,
